,targetId_diseaseId,affected_pathway,animal_model,genetic_association,known_drug,literature,rna_expression,somatic_mutation,drugId,targetId,approvedSymbol,diseaseId,label,phase,drugType,mechanismOfAction,id,name,therapeuticAreas,tissue_general,n_donors,disease_name,disease_ontology_id,targetId_diseaseId_CHEMBL
5138,ENSG00000176014_MONDO_0007254,0.0,0.0,0.0,0.9964452420002713,0.0,0.0,0.0,CHEMBL1743082,ENSG00000176014,TUBB6,MONDO_0007254,breast cancer,4,Antibody,Tubulin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000176014_MONDO_0007254_CHEMBL1743082
5137,ENSG00000176014_MONDO_0007254,0.0,0.0,0.0,0.9964452420002713,0.0,0.0,0.0,CHEMBL92,ENSG00000176014,TUBB6,MONDO_0007254,breast cancer,4,Small molecule,Tubulin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000176014_MONDO_0007254_CHEMBL92
20345,ENSG00000151366_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0547137717850459,0.0,0.0,CHEMBL1431,ENSG00000151366,NDUFC2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000151366_MONDO_0005148_CHEMBL1431
5129,ENSG00000176014_MONDO_0007254,0.0,0.0,0.0,0.9964452420002713,0.0,0.0,0.0,CHEMBL1683544,ENSG00000176014,TUBB6,MONDO_0007254,breast cancer,4,Small molecule,Tubulin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000176014_MONDO_0007254_CHEMBL1683544
7907,ENSG00000011677_MONDO_0100096,0.0,0.0,0.0,0.8525047348840963,0.0,0.0,0.0,CHEMBL1200694,ENSG00000011677,GABRA3,MONDO_0100096,COVID-19,4,Small molecule,GABA-A receptor; anion channel positive allosteric modulator,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",blood,509,COVID-19,MONDO_0100096,ENSG00000011677_MONDO_0100096_CHEMBL1200694
7904,ENSG00000011677_MONDO_0100096,0.0,0.0,0.0,0.8525047348840963,0.0,0.0,0.0,CHEMBL526,ENSG00000011677,GABRA3,MONDO_0100096,COVID-19,4,Small molecule,GABA-A receptor; anion channel positive allosteric modulator,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",nose,28,COVID-19,MONDO_0100096,ENSG00000011677_MONDO_0100096_CHEMBL526
5176,ENSG00000176014_MONDO_0007254,0.0,0.0,0.0,0.9964452420002713,0.0,0.0,0.0,CHEMBL3545252,ENSG00000176014,TUBB6,MONDO_0007254,breast cancer,4,Small molecule,Tubulin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000176014_MONDO_0007254_CHEMBL3545252
5169,ENSG00000176014_MONDO_0007254,0.0,0.0,0.0,0.9964452420002713,0.0,0.0,0.0,CHEMBL1683590,ENSG00000176014,TUBB6,MONDO_0007254,breast cancer,4,Small molecule,Tubulin inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000176014_MONDO_0007254_CHEMBL1683590
20436,ENSG00000154678_MONDO_0005148,0.0,0.0,0.0,0.607930797611621,0.024823840902474525,0.0,0.0,CHEMBL628,ENSG00000154678,PDE1C,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000154678_MONDO_0005148_CHEMBL628
20385,ENSG00000151577_MONDO_0005148,0.0,0.0,0.0,0.9232931914569985,0.08814996565368505,0.0,0.0,CHEMBL1200503,ENSG00000151577,DRD3,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,D2-like dopamine receptor agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000151577_MONDO_0005148_CHEMBL1200503
20395,ENSG00000151617_MONDO_0005148,0.0,0.0,0.0,0.8147961384655754,0.1705752422482806,0.0,0.0,CHEMBL957,ENSG00000151617,EDNRA,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,"Endothelin receptor, ET-A/ET-B antagonist",MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000151617_MONDO_0005148_CHEMBL957
20421,ENSG00000152270_MONDO_0005148,0.0,0.0,0.04748564974888984,0.607930797611621,0.14586117401028825,0.0,0.0,CHEMBL628,ENSG00000152270,PDE3B,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000152270_MONDO_0005148_CHEMBL628
5114,ENSG00000175482_MONDO_0007254,0.0,0.0,0.0,0.9186052301935358,0.0,0.0,0.0,CHEMBL1637,ENSG00000175482,POLD4,MONDO_0007254,breast cancer,4,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000175482_MONDO_0007254_CHEMBL1637
5104,ENSG00000175482_MONDO_0007254,0.0,0.0,0.0,0.9186052301935358,0.0,0.0,0.0,CHEMBL888,ENSG00000175482,POLD4,MONDO_0007254,breast cancer,4,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000175482_MONDO_0007254_CHEMBL888
20375,ENSG00000151577_MONDO_0005148,0.0,0.0,0.0,0.9232931914569985,0.08814996565368505,0.0,0.0,CHEMBL493,ENSG00000151577,DRD3,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,D2-like dopamine receptor agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000151577_MONDO_0005148_CHEMBL493
12021,ENSG00000145864_MONDO_0100096,0.0,0.0,0.0,0.8508160382240639,0.0,0.0,0.0,CHEMBL526,ENSG00000145864,GABRB2,MONDO_0100096,COVID-19,4,Small molecule,GABA-A receptor; anion channel positive allosteric modulator,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",respiratory system,6,COVID-19,MONDO_0100096,ENSG00000145864_MONDO_0100096_CHEMBL526
17635,ENSG00000090266_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000090266,NDUFB2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000090266_MONDO_0005148_CHEMBL1431
12007,ENSG00000145863_MONDO_0100096,0.0,0.0,0.0,0.8508160382240639,0.0,0.0,0.0,CHEMBL526,ENSG00000145863,GABRA6,MONDO_0100096,COVID-19,4,Small molecule,GABA-A receptor; anion channel positive allosteric modulator,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",blood,509,COVID-19,MONDO_0100096,ENSG00000145863_MONDO_0100096_CHEMBL526
20757,ENSG00000164182_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000164182,NDUFAF2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000164182_MONDO_0005148_CHEMBL1431
20761,ENSG00000164182_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000164182,NDUFAF2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000164182_MONDO_0005148_CHEMBL1703
20783,ENSG00000164258_MONDO_0005148,0.0,0.0,0.07495714549229972,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000164258,NDUFS4,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000164258_MONDO_0005148_CHEMBL1703
20567,ENSG00000160013_MONDO_0005148,0.0,0.0,0.0,0.607930797611621,0.06079307976116211,0.0,0.0,CHEMBL1139,ENSG00000160013,PTGIR,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Prostanoid IP receptor agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000160013_MONDO_0005148_CHEMBL1139
4685,ENSG00000160752_MONDO_0007254,0.0,0.0,0.0,0.9673567847781347,0.0,0.0,0.0,CHEMBL924,ENSG00000160752,FDPS,MONDO_0007254,breast cancer,4,Small molecule,Farnesyl diphosphate synthase inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000160752_MONDO_0007254_CHEMBL924
12002,ENSG00000145863_MONDO_0100096,0.0,0.0,0.0,0.8508160382240639,0.0,0.0,0.0,CHEMBL1200694,ENSG00000145863,GABRA6,MONDO_0100096,COVID-19,4,Small molecule,GABA-A receptor; anion channel positive allosteric modulator,MONDO_0100096,COVID-19,"['MONDO_0100336', 'EFO_0005741']",blood,509,COVID-19,MONDO_0100096,ENSG00000145863_MONDO_0100096_CHEMBL1200694
4670,ENSG00000160752_MONDO_0007254,0.0,0.0,0.0,0.9673567847781347,0.0,0.0,0.0,CHEMBL923,ENSG00000160752,FDPS,MONDO_0007254,breast cancer,4,Small molecule,Farnesyl diphosphate synthase inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000160752_MONDO_0007254_CHEMBL923
4668,ENSG00000160752_MONDO_0007254,0.0,0.0,0.0,0.9673567847781347,0.0,0.0,0.0,CHEMBL1654,ENSG00000160752,FDPS,MONDO_0007254,breast cancer,4,Small molecule,Farnesyl diphosphate synthase inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000160752_MONDO_0007254_CHEMBL1654
4665,ENSG00000160752_MONDO_0007254,0.0,0.0,0.0,0.9673567847781347,0.0,0.0,0.0,CHEMBL834,ENSG00000160752,FDPS,MONDO_0007254,breast cancer,4,Small molecule,Farnesyl diphosphate synthase inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000160752_MONDO_0007254_CHEMBL834
4704,ENSG00000161509_MONDO_0007254,0.0,0.0,0.0,0.6383273374922022,0.0,0.0,0.0,CHEMBL742,ENSG00000161509,GRIN2C,MONDO_0007254,breast cancer,4,Small molecule,Glutamate [NMDA] receptor negative allosteric modulator,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000161509_MONDO_0007254_CHEMBL742
4896,ENSG00000168356_MONDO_0007254,0.0,0.0,0.0,0.9061318465398474,0.0,0.0,0.0,CHEMBL1077896,ENSG00000168356,SCN11A,MONDO_0007254,breast cancer,4,Small molecule,Sodium channel alpha subunit blocker,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000168356_MONDO_0007254_CHEMBL1077896
20593,ENSG00000160194_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000160194,NDUFV3,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000160194_MONDO_0005148_CHEMBL1431
17736,ENSG00000099795_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000099795,NDUFB7,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000099795_MONDO_0005148_CHEMBL1703
4898,ENSG00000168356_MONDO_0007254,0.0,0.0,0.0,0.9061318465398474,0.0,0.0,0.0,CHEMBL1889140,ENSG00000168356,SCN11A,MONDO_0007254,breast cancer,4,Small molecule,Sodium channel alpha subunit blocker,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000168356_MONDO_0007254_CHEMBL1889140
4901,ENSG00000168356_MONDO_0007254,0.0,0.0,0.0,0.9061318465398474,0.0,0.0,0.0,CHEMBL79,ENSG00000168356,SCN11A,MONDO_0007254,breast cancer,4,Small molecule,Sodium channel alpha subunit blocker,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000168356_MONDO_0007254_CHEMBL79
20569,ENSG00000160191_MONDO_0005148,0.0,0.0,0.0,0.607930797611621,0.012158615952232422,0.0,0.0,CHEMBL628,ENSG00000160191,PDE9A,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000160191_MONDO_0005148_CHEMBL628
20583,ENSG00000160194_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000160194,NDUFV3,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000160194_MONDO_0005148_CHEMBL1703
17716,ENSG00000095464_MONDO_0005148,0.0,0.0,0.0,0.607930797611621,0.0,0.0,0.0,CHEMBL628,ENSG00000095464,PDE6C,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,"3',5'-cyclic phosphodiesterase inhibitor",MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000095464_MONDO_0005148_CHEMBL628
20653,ENSG00000160716_MONDO_0005148,0.0,0.0,0.0,0.607930797611621,0.09118961964174316,0.0,0.0,CHEMBL3,ENSG00000160716,CHRNB2,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Neuronal acetylcholine receptor; alpha4/beta2 agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000160716_MONDO_0005148_CHEMBL3
17682,ENSG00000090402_MONDO_0005148,0.0,0.0,0.04494751879197886,0.9214952334868965,0.15411552328452607,0.0,0.0,CHEMBL476960,ENSG00000090402,SI,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Alpha glucosidase inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000090402_MONDO_0005148_CHEMBL476960
4835,ENSG00000167325_MONDO_0007254,0.0,0.0,0.0,0.9183547067861516,0.01823792392834863,0.0,0.0,CHEMBL888,ENSG00000167325,RRM1,MONDO_0007254,breast cancer,4,Small molecule,Ribonucleoside-diphosphate reductase RR1 inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000167325_MONDO_0007254_CHEMBL888
17714,ENSG00000095303_MONDO_0005148,0.0,0.0,0.0,0.9423678258618575,0.024317231904464845,0.0,0.0,CHEMBL112,ENSG00000095303,PTGS1,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Cyclooxygenase inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000095303_MONDO_0005148_CHEMBL112
17708,ENSG00000095303_MONDO_0005148,0.0,0.0,0.0,0.9423678258618575,0.024317231904464845,0.0,0.0,CHEMBL25,ENSG00000095303,PTGS1,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Cyclooxygenase inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000095303_MONDO_0005148_CHEMBL25
4851,ENSG00000167325_MONDO_0007254,0.0,0.0,0.0,0.9183547067861516,0.01823792392834863,0.0,0.0,CHEMBL1637,ENSG00000167325,RRM1,MONDO_0007254,breast cancer,4,Small molecule,Ribonucleoside-diphosphate reductase RR1 inhibitor,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000167325_MONDO_0007254_CHEMBL1637
19971,ENSG00000144891_MONDO_0005148,0.0,0.0,0.0,0.9526784270106344,0.43562219648437367,0.0,0.0,CHEMBL191,ENSG00000144891,AGTR1,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Type-1 angiotensin II receptor antagonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000144891_MONDO_0005148_CHEMBL191
18066,ENSG00000110717_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000110717,NDUFS8,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000110717_MONDO_0005148_CHEMBL1431
5574,ENSG00000185313_MONDO_0007254,0.0,0.0,0.0,0.9061318465398474,0.0,0.0,0.0,CHEMBL1889140,ENSG00000185313,SCN10A,MONDO_0007254,breast cancer,4,Small molecule,Sodium channel alpha subunit blocker,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000185313_MONDO_0007254_CHEMBL1889140
19949,ENSG00000144891_MONDO_0005148,0.0,0.0,0.0,0.9526784270106344,0.43562219648437367,0.0,0.0,CHEMBL1513,ENSG00000144891,AGTR1,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Type-1 angiotensin II receptor antagonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000144891_MONDO_0005148_CHEMBL1513
7667,ENSG00000196230_MONDO_0018906,0.0,0.0,0.0,0.9118359732997403,0.2188550871401836,0.0,0.0,CHEMBL90555,ENSG00000196230,TUBB,MONDO_0018906,follicular lymphoma,4,Small molecule,Tubulin inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000196230_MONDO_0018906_CHEMBL90555
19963,ENSG00000144891_MONDO_0005148,0.0,0.0,0.0,0.9526784270106344,0.43562219648437367,0.0,0.0,CHEMBL1016,ENSG00000144891,AGTR1,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Type-1 angiotensin II receptor antagonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000144891_MONDO_0005148_CHEMBL1016
19965,ENSG00000144891_MONDO_0005148,0.0,0.0,0.0,0.9526784270106344,0.43562219648437367,0.0,0.0,CHEMBL995,ENSG00000144891,AGTR1,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Type-1 angiotensin II receptor antagonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000144891_MONDO_0005148_CHEMBL995
5578,ENSG00000185313_MONDO_0007254,0.0,0.0,0.0,0.9061318465398474,0.0,0.0,0.0,CHEMBL79,ENSG00000185313,SCN10A,MONDO_0007254,breast cancer,4,Small molecule,Sodium channel alpha subunit blocker,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000185313_MONDO_0007254_CHEMBL79
19927,ENSG00000140990_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000140990,NDUFB10,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000140990_MONDO_0005148_CHEMBL1703
18091,ENSG00000111424_MONDO_0005148,0.0,0.0,0.0,0.898411624469449,0.7223837537073883,0.0,0.0,CHEMBL1536,ENSG00000111424,VDR,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Vitamin D receptor agonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000111424_MONDO_0005148_CHEMBL1536
19915,ENSG00000140990_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000140990,NDUFB10,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000140990_MONDO_0005148_CHEMBL1431
5582,ENSG00000185313_MONDO_0007254,0.0,0.0,0.0,0.9061318465398474,0.0,0.0,0.0,CHEMBL1077896,ENSG00000185313,SCN10A,MONDO_0007254,breast cancer,4,Small molecule,Sodium channel alpha subunit blocker,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000185313_MONDO_0007254_CHEMBL1077896
7639,ENSG00000188229_MONDO_0018906,0.0,0.0,0.0,0.9118359732997403,0.0,0.0,0.0,CHEMBL90555,ENSG00000188229,TUBB4B,MONDO_0018906,follicular lymphoma,4,Small molecule,Tubulin inhibitor,MONDO_0018906,follicular lymphoma,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']",lymph node,20,follicular lymphoma,MONDO_0018906,ENSG00000188229_MONDO_0018906_CHEMBL90555
19977,ENSG00000144891_MONDO_0005148,0.0,0.0,0.0,0.9526784270106344,0.43562219648437367,0.0,0.0,CHEMBL1069,ENSG00000144891,AGTR1,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Type-1 angiotensin II receptor antagonist,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000144891_MONDO_0005148_CHEMBL1069
20000,ENSG00000145494_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1431,ENSG00000145494,NDUFS6,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",vasculature,2,type 2 diabetes mellitus,MONDO_0005148,ENSG00000145494_MONDO_0005148_CHEMBL1431
5506,ENSG00000183454_MONDO_0007254,0.0,0.0,0.0,0.6383273374922022,0.0,0.0,0.0,CHEMBL742,ENSG00000183454,GRIN2A,MONDO_0007254,breast cancer,4,Small molecule,Glutamate [NMDA] receptor negative allosteric modulator,MONDO_0007254,breast cancer,"['OTAR_0000017', 'MONDO_0045024', 'EFO_0010285']",breast,40,breast cancer,MONDO_0007254,ENSG00000183454_MONDO_0007254_CHEMBL742
20007,ENSG00000145494_MONDO_0005148,0.0,0.0,0.0,0.9992202508162835,0.0,0.0,0.0,CHEMBL1703,ENSG00000145494,NDUFS6,MONDO_0005148,type 2 diabetes mellitus,4,Small molecule,Mitochondrial complex I (NADH dehydrogenase) inhibitor,MONDO_0005148,type 2 diabetes mellitus,"['EFO_0001379', 'EFO_0009605', 'OTAR_0000020', 'EFO_0010282']",kidney,5,type 2 diabetes mellitus,MONDO_0005148,ENSG00000145494_MONDO_0005148_CHEMBL1703
