,id,name,therapeuticAreas,therapeuticAreas_text,cxg_matched_id
4092,MONDO_0009679,arthrogryposis due to muscular dystrophy,"['OTAR_0000006', 'OTAR_0000018', 'EFO_0000618']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0009679
4093,MONDO_0009846,pentosuria,"['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",MONDO_0009846
4094,MONDO_0010015,anterior segment dysgenesis 7,"['OTAR_0000018', 'MONDO_0024458']","['genetic, familial or congenital disease', 'disorder of visual system']",MONDO_0010015
4095,MONDO_0010029,situs inversus,"['OTAR_0000018', 'EFO_0000319']","['genetic, familial or congenital disease', 'cardiovascular disease']",MONDO_0010029
4096,MONDO_0010266,"intellectual disability, X-linked 58","['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0010266
4097,MONDO_0010662,paraplegia-intellectual disability-hyperkeratosis syndrome,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0010662
4098,MONDO_0010713,"properdin deficiency, X-linked","['OTAR_0000018', 'EFO_0000540']","['genetic, familial or congenital disease', 'immune system disease']",MONDO_0010713
4099,MONDO_0011369,"hypercholesterolemia, autosomal dominant, 3","['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",MONDO_0011369
4100,MONDO_0011766,"46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome","['OTAR_0000006', 'OTAR_0000017', 'OTAR_0000018', 'EFO_0001379', 'EFO_0000319']","['musculoskeletal or connective tissue disease', 'reproductive system or breast disease', 'genetic, familial or congenital disease', 'endocrine system disease', 'cardiovascular disease']",MONDO_0011766
4101,MONDO_0011890,Charcot-Marie-Tooth disease type 1D,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",MONDO_0011890
4102,MONDO_0011972,ovarian hyperstimulation syndrome,"['OTAR_0000017', 'EFO_0001379']","['reproductive system or breast disease', 'endocrine system disease']",MONDO_0011972
4103,MONDO_0013478,PLIN1-related familial partial lipodystrophy,"['OTAR_0000018', 'OTAR_0000020', 'EFO_0001379', 'EFO_0009605', 'EFO_0010285', 'EFO_0010282']","['genetic, familial or congenital disease', 'nutritional or metabolic disease', 'endocrine system disease', 'pancreas disease', 'integumentary system disease', 'gastrointestinal disease']",MONDO_0013478
4104,MONDO_0013511,"cyanosis, transient neonatal",['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0013511
4105,MONDO_0014015,hereditary spastic paraplegia 56,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",MONDO_0014015
4106,MONDO_0014688,short-rib thoracic dysplasia 14 with polydactyly,"['OTAR_0000006', 'EFO_0009690', 'EFO_0000618', 'OTAR_0000018', 'OTAR_0000010']","['musculoskeletal or connective tissue disease', 'urinary system disease', 'nervous system disease', 'genetic, familial or congenital disease', 'respiratory or thoracic disease']",MONDO_0014688
4107,MONDO_0015430,ring chromosome 1,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0015430
4108,MONDO_0015932,non-syndromic urogenital tract malformation of female,"['OTAR_0000017', 'OTAR_0000018']","['reproductive system or breast disease', 'genetic, familial or congenital disease']",MONDO_0015932
4109,MONDO_0016482,silver-Russell syndrome due to maternal uniparental disomy of chromosome 11,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0016482
4110,MONDO_0016518,isolated punctate palmoplantar keratoderma,"['OTAR_0000018', 'EFO_0010285']","['genetic, familial or congenital disease', 'integumentary system disease']",MONDO_0016518
4111,MONDO_0017450,split foot,['OTAR_0000006'],['musculoskeletal or connective tissue disease'],MONDO_0017450
4112,MONDO_0017466,congenital pseudoarthrosis of the ulna,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0017466
4113,MONDO_0017559,"congenital elbow dislocation, bilateral",['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0017559
4114,MONDO_0017986,disorder of plasmalogens biosynthesis,"['OTAR_0000018', 'OTAR_0000020', 'EFO_0000618']","['genetic, familial or congenital disease', 'nutritional or metabolic disease', 'nervous system disease']",MONDO_0017986
4115,MONDO_0017989,His bundle tachycardia,"['OTAR_0000018', 'EFO_0000319']","['genetic, familial or congenital disease', 'cardiovascular disease']",MONDO_0017989
4116,MONDO_0018133,attenuated Chédiak-Higashi syndrome,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",MONDO_0018133
4117,MONDO_0018250,diffuse palmoplantar keratoderma with painful fissures,"['OTAR_0000018', 'EFO_0010285']","['genetic, familial or congenital disease', 'integumentary system disease']",MONDO_0018250
4118,MONDO_0018812,MSH3-related attenuated familial adenomatous polyposis,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0010282']","['genetic, familial or congenital disease', 'cancer or benign tumor', 'gastrointestinal disease']",MONDO_0018812
4119,MONDO_0019263,autosomal erythropoietic protoporphyria,"['OTAR_0000018', 'OTAR_0000020', 'EFO_0001379', 'EFO_0010285', 'EFO_0010282']","['genetic, familial or congenital disease', 'nutritional or metabolic disease', 'endocrine system disease', 'integumentary system disease', 'gastrointestinal disease']",MONDO_0019263
4120,MONDO_0019893,distal monosomy 19p13.3,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0019893
4121,MONDO_0020082,dendritic cell tumor,"['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']","['genetic, familial or congenital disease', 'cancer or benign tumor', 'immune system disease', 'hematologic disease']",MONDO_0020082
4122,MONDO_0020157,syndromic palpebral coloboma,['MONDO_0024458'],['disorder of visual system'],MONDO_0020157
4123,MONDO_0023258,glycogen storage disease type 1 due to SLC37A4 mutation,"['OTAR_0000018', 'OTAR_0000020', 'EFO_0009690']","['genetic, familial or congenital disease', 'nutritional or metabolic disease', 'urinary system disease']",MONDO_0023258
4124,MONDO_0030015,bone marrow failure syndrome 6,"['OTAR_0000006', 'OTAR_0000018', 'EFO_0000540', 'EFO_0005803']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'immune system disease', 'hematologic disease']",MONDO_0030015
4125,MONDO_0030048,harderoporphyria,"['OTAR_0000018', 'OTAR_0000020', 'EFO_0010285']","['genetic, familial or congenital disease', 'nutritional or metabolic disease', 'integumentary system disease']",MONDO_0030048
4126,MONDO_0044782,esophageal ulcer,"['OTAR_0000009', 'EFO_0010282']","['injury, poisoning or other complication', 'gastrointestinal disease']",MONDO_0044782
4127,MONDO_0060502,"neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies","['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",MONDO_0060502
4128,MONDO_0100114,dry age related macular degeneration,"['OTAR_0000018', 'MONDO_0024458', 'EFO_0000618']","['genetic, familial or congenital disease', 'disorder of visual system', 'nervous system disease']",MONDO_0100114
4129,MONDO_0100259,peroxisome biogenesis disorder due to PEX1 defect,"['OTAR_0000020', 'EFO_0009690', 'MONDO_0024458', 'EFO_0000618', 'OTAR_0000018']","['nutritional or metabolic disease', 'urinary system disease', 'disorder of visual system', 'nervous system disease', 'genetic, familial or congenital disease']",MONDO_0100259
4130,MONDO_0100320,post-COVID-19 disorder,"['MONDO_0100336', 'EFO_0005741']","['infectious disease or post-infectious disorder', 'infectious disease']",MONDO_0100320
4131,MONDO_0100401,"acute myeloid leukemia, del(5q31-q32)","['OTAR_0000006', 'EFO_0005803', 'MONDO_0045024', 'EFO_0000540']","['musculoskeletal or connective tissue disease', 'hematologic disease', 'cancer or benign tumor', 'immune system disease']",MONDO_0100401
4132,Orphanet_1858,Skeletal dysplasia - epilepsy - short stature,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",Orphanet_1858
4133,Orphanet_2533,Microcephaly - deafness - intellectual disability,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",Orphanet_2533
4134,Orphanet_2653,Osteochondrodysplatic nanism - deafness - retinitis pigmentosa,"['OTAR_0000018', 'EFO_0000618', 'MONDO_0024458']","['genetic, familial or congenital disease', 'nervous system disease', 'disorder of visual system']",Orphanet_2653
4135,Orphanet_2832,Short tarsus - absence of lower eyelashes,['OTAR_0000018'],"['genetic, familial or congenital disease']",Orphanet_2832
4136,Orphanet_399775,Male infertility with spermatogenesis disorder,"['OTAR_0000017', 'OTAR_0000018']","['reproductive system or breast disease', 'genetic, familial or congenital disease']",Orphanet_399775
4137,Orphanet_457,Harlequin ichthyosis,['OTAR_0000018'],"['genetic, familial or congenital disease']",Orphanet_457
4138,Orphanet_68336,Rare genetic tumor,"['OTAR_0000018', 'MONDO_0045024']","['genetic, familial or congenital disease', 'cancer or benign tumor']",Orphanet_68336
4139,Orphanet_75391,Immunodeficiency with natural-killer cell deficiency and adrenal insufficiency,"['OTAR_0000018', 'EFO_0000540']","['genetic, familial or congenital disease', 'immune system disease']",Orphanet_75391
4140,Orphanet_93964,Blepharospasm - oromandibular dystonia,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",Orphanet_93964
4141,EFO_0003768,nicotine dependence,"['MONDO_0002025', 'EFO_0000618']","['psychiatric disorder', 'nervous system disease']",MONDO_0008575
4142,EFO_0004770,ovarian reserve,['EFO_0001444'],['measurement'],EFO_0004770
4143,EFO_0005196,vasoactive peptide measurement,['EFO_0001444'],['measurement'],EFO_0005196
4144,EFO_0007254,enterobiasis,"['MONDO_0100336', 'EFO_0005741']","['infectious disease or post-infectious disorder', 'infectious disease']",MONDO_0005746
4145,EFO_0007430,persian gulf syndrome,['OTAR_0000009'],"['injury, poisoning or other complication']",MONDO_0005907
4146,EFO_0007451,Polyomavirus infectious disease,"['MONDO_0100336', 'EFO_0005741']","['infectious disease or post-infectious disorder', 'infectious disease']",MONDO_0005927
4147,EFO_0008062,calcium/calmodulin-dependent protein kinase type 1 measurement,['EFO_0001444'],['measurement'],EFO_0008062
4148,EFO_0008150,heparin cofactor 2 measurement,['EFO_0001444'],['measurement'],EFO_0008150
4149,EFO_0008401,susceptibility to shingles measurement,['EFO_0001444'],['measurement'],EFO_0008401
4150,EFO_0008607,drug-induced pemphigus,"['EFO_0000540', 'EFO_0010285']","['immune system disease', 'integumentary system disease']",EFO_0008607
4151,EFO_0009522,disturbance of skin sensation,['EFO_0000618'],['nervous system disease'],EFO_0009522
4152,EFO_0009542,disorder of appendix,['EFO_0010282'],['gastrointestinal disease'],MONDO_0056798
4153,EFO_0009680,pleural empyema,['OTAR_0000010'],['respiratory or thoracic disease'],MONDO_0018667
4154,EFO_0009797,lung disease associated with cystic fibrosis,['OTAR_0000010'],['respiratory or thoracic disease'],EFO_0009797
4155,EFO_0009959,diverticular disease,['EFO_0010282'],['gastrointestinal disease'],EFO_0009959
4156,EFO_0010430,triacylglycerol 56:3 measurement,['EFO_0001444'],['measurement'],EFO_0010430
4157,EFO_0011051,hematological toxicity,"['OTAR_0000009', 'EFO_0005803']","['injury, poisoning or other complication', 'hematologic disease']",EFO_0011051
4158,EFO_0020008,campesterol measurement,['EFO_0001444'],['measurement'],EFO_0020008
4159,EFO_0020049,phosphatidylserines measurement,['EFO_0001444'],['measurement'],EFO_0020049
4160,EFO_0020217,calcium/calmodulin-dependent protein kinase kinase 1 measurement,['EFO_0001444'],['measurement'],EFO_0020217
4161,EFO_0020775,thyroid peroxidase measurement,['EFO_0001444'],['measurement'],EFO_0020775
4162,EFO_0021054,dodecanedioate measurement,['EFO_0001444'],['measurement'],EFO_0021054
4163,EFO_0021088,1-palmitoleoylglycerophosphocholine measurement,['EFO_0001444'],['measurement'],EFO_0021088
4164,EFO_0021103,caprylate 8:0 measurement,['EFO_0001444'],['measurement'],EFO_0021103
4165,EFO_0021174,1-methylxanthine measurement,['EFO_0001444'],['measurement'],EFO_0021174
4166,EFO_0021291,X-12189 measurement,['EFO_0001444'],['measurement'],EFO_0021291
4167,EFO_0021701,L-Thyroxine to 3-Indolepropionic acid ratio,['EFO_0001444'],['measurement'],EFO_0021701
4168,EFO_0022013,myosin-binding protein C; slow-type measurement,['EFO_0001444'],['measurement'],EFO_0022013
4169,EFO_0022067,heptachlor epoxide measurement,['EFO_0001444'],['measurement'],EFO_0022067
4170,EFO_0800050,formiminoglutamate measurement,['EFO_0001444'],['measurement'],EFO_0800050
4171,EFO_0800104,1-carboxyethylleucine measurement,['EFO_0001444'],['measurement'],EFO_0800104
4172,EFO_0800435,palmitoyl-linoleoyl-glycerol (16:0/18:2) [1] measurement,['EFO_0001444'],['measurement'],EFO_0800435
4173,EFO_0800463,1-stearoyl-2-meadoyl-GPC (18:0/20:3n9) measurement,['EFO_0001444'],['measurement'],EFO_0800463
4174,EFO_0800691,gamma-glutamylhistidine measurement,['EFO_0001444'],['measurement'],EFO_0800691
4175,EFO_0801037,sulfate of piperine metabolite C18H21NO3 (3) measurement,['EFO_0001444'],['measurement'],EFO_0801037
4176,EFO_0801080,oxidative stress biomarker measurement,['EFO_0001444'],['measurement'],EFO_0801080
4177,EFO_0801296,phosphatidylcholine acyl-alkyl C38:2 measurement,['EFO_0001444'],['measurement'],EFO_0801296
4178,EFO_0801384,AP-4 complex accessory subunit tepsin measurement,['EFO_0001444'],['measurement'],EFO_0801384
4179,EFO_0801574,ephrin type-B receptor 3 measurement,['EFO_0001444'],['measurement'],EFO_0801574
4180,EFO_0802130,thiosulfate sulfurtransferase measurement,['EFO_0001444'],['measurement'],EFO_0802130
4181,EFO_0802385,cell surface A33 antigen measurement,['EFO_0001444'],['measurement'],EFO_0802385
4182,EFO_0802410,coiled-coil domain-containing protein 134 measurement,['EFO_0001444'],['measurement'],EFO_0802410
4183,EFO_0802550,fibulin-1 measurement,['EFO_0001444'],['measurement'],EFO_0802550
4184,EFO_0802658,interleukin-31 receptor subunit alpha measurement,['EFO_0001444'],['measurement'],EFO_0802658
4185,EFO_0802683,lactosylceramide 4-alpha-galactosyltransferase measurement,['EFO_0001444'],['measurement'],EFO_0802683
4186,EFO_0802723,magnesium transporter NIPA4 measurement,['EFO_0001444'],['measurement'],EFO_0802723
4187,EFO_0803136,tachykinin-3 measurement,['EFO_0001444'],['measurement'],EFO_0803136
4188,EFO_0803287,zinc transporter 3 measurement,['EFO_0001444'],['measurement'],EFO_0803287
4189,EFO_0803311,"arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 measurement",['EFO_0001444'],['measurement'],EFO_0803311
4190,EFO_1000255,Fibroblastic Neoplasm,"['OTAR_0000006', 'MONDO_0045024']","['musculoskeletal or connective tissue disease', 'cancer or benign tumor']",MONDO_0006209
4191,EFO_1000381,Mixed Epithelial Stromal Tumor of the Kidney,"['EFO_0009690', 'MONDO_0045024']","['urinary system disease', 'cancer or benign tumor']",EFO_1000381
4192,EFO_1001408,Pulmonary Infarction,['EFO_0000319'],['cardiovascular disease'],EFO_1001408
4193,EFO_1001781,Commotio Cordis,['EFO_0000319'],['cardiovascular disease'],EFO_1001781
4194,EFO_1001873,AIDS phobia,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0003740
4195,HP_0006986,Upper limb spasticity,['EFO_0000651'],['phenotype'],HP_0006986
4196,HP_0008504,Moderate sensorineural hearing impairment,['EFO_0000651'],['phenotype'],HP_0008504
4197,HP_0030051,Tip-toe gait,['EFO_0000651'],['phenotype'],HP_0030051
4198,MONDO_0000591,intrinsic cardiomyopathy,"['OTAR_0000006', 'EFO_0000319']","['musculoskeletal or connective tissue disease', 'cardiovascular disease']",MONDO_0000591
4199,MONDO_0000833,bone remodeling disease,['OTAR_0000006'],['musculoskeletal or connective tissue disease'],MONDO_0000833
4200,MONDO_0001780,premature ejaculation,['MONDO_0002025'],['psychiatric disorder'],MONDO_0001780
4201,MONDO_0002360,chondroma,"['OTAR_0000006', 'MONDO_0045024']","['musculoskeletal or connective tissue disease', 'cancer or benign tumor']",MONDO_0002360
4202,MONDO_0007109,congenital dyserythropoietic anemia type 3,"['OTAR_0000018', 'EFO_0005803']","['genetic, familial or congenital disease', 'hematologic disease']",MONDO_0007109
4203,MONDO_0007160,Stickler syndrome type 1,"['OTAR_0000006', 'MONDO_0024458', 'EFO_0000618', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'disorder of visual system', 'nervous system disease', 'genetic, familial or congenital disease']",MONDO_0007160
4204,MONDO_0007481,Leri-Weill dyschondrosteosis,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0007481
4205,MONDO_0008093,"nevus, epidermal","['OTAR_0000018', 'MONDO_0045024', 'EFO_0010285']","['genetic, familial or congenital disease', 'cancer or benign tumor', 'integumentary system disease']",MONDO_0008093
4206,MONDO_0008269,polydactyly of a biphalangeal thumb,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0008269
4207,MONDO_0008340,"ptosis, hereditary congenital, 1",['MONDO_0024458'],['disorder of visual system'],MONDO_0008340
4208,MONDO_0008607,triphalangeal thumbs-brachyectrodactyly syndrome,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0008607
4209,MONDO_0008893,C syndrome,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0008893
4210,MONDO_0009094,dermochondrocorneal dystrophy,"['MONDO_0024458', 'EFO_0010285']","['disorder of visual system', 'integumentary system disease']",MONDO_0009094
4211,MONDO_0009437,Bamforth-Lazarus syndrome,"['OTAR_0000018', 'EFO_0001379']","['genetic, familial or congenital disease', 'endocrine system disease']",MONDO_0009437
4212,MONDO_0009476,atresia of small intestine,"['OTAR_0000018', 'EFO_0010282']","['genetic, familial or congenital disease', 'gastrointestinal disease']",MONDO_0009476
4213,MONDO_0009744,neuronal ceroid lipofuscinosis 1,"['OTAR_0000018', 'OTAR_0000020', 'EFO_0000618']","['genetic, familial or congenital disease', 'nutritional or metabolic disease', 'nervous system disease']",MONDO_0009744
4214,MONDO_0010220,Young syndrome,"['OTAR_0000017', 'OTAR_0000010']","['reproductive system or breast disease', 'respiratory or thoracic disease']",MONDO_0010220
4215,MONDO_0010261,"microphthalmia, syndromic 2","['OTAR_0000018', 'MONDO_0024458']","['genetic, familial or congenital disease', 'disorder of visual system']",MONDO_0010261
4216,MONDO_0010461,syndromic X-linked intellectual disability Nascimento type,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0010461
4217,MONDO_0010959,van den Ende-Gupta syndrome,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0010959
4218,MONDO_0011830,lissencephaly due to LIS1 mutation,"['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0011830
4219,MONDO_0012014,Charcot-Marie-Tooth disease recessive intermediate A,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",MONDO_0012014
4220,MONDO_0012719,encephalopathy due to prosaposin deficiency,"['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",MONDO_0012719
4221,MONDO_0012737,long QT syndrome 10,"['OTAR_0000018', 'EFO_0000319']","['genetic, familial or congenital disease', 'cardiovascular disease']",MONDO_0012737
4222,MONDO_0013304,von Willebrand disease 2,"['OTAR_0000018', 'EFO_0005803']","['genetic, familial or congenital disease', 'hematologic disease']",MONDO_0013304
4223,MONDO_0013360,"brachyolmia, Maroteaux type","['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0013360
4224,MONDO_0013583,occipital pachygyria and polymicrogyria,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",MONDO_0013583
4225,MONDO_0013862,"immunodeficiency, common variable, 7","['OTAR_0000018', 'MONDO_0045024', 'EFO_0000540', 'EFO_0005803']","['genetic, familial or congenital disease', 'cancer or benign tumor', 'immune system disease', 'hematologic disease']",MONDO_0013862
4226,MONDO_0014039,mitochondrial DNA depletion syndrome 11,"['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",MONDO_0014039
4227,MONDO_0014791,Luscan-Lumish syndrome,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0014791
4228,MONDO_0015425,lethal recessive chondrodysplasia,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0015425
4229,MONDO_0015642,benign partial infantile seizures,['EFO_0000618'],['nervous system disease'],MONDO_0015642
4230,MONDO_0016847,trisomy 1q,['OTAR_0000018'],"['genetic, familial or congenital disease']",MONDO_0016847
4231,MONDO_0017329,familial vesicoureteral reflux,"['OTAR_0000018', 'EFO_0009690']","['genetic, familial or congenital disease', 'urinary system disease']",MONDO_0017329
4232,MONDO_0017419,non-syndromic amelia,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0017419
4233,MONDO_0019148,Wolman disease,"['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",MONDO_0019148
4234,MONDO_0019771,oromandibular dystonia,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",MONDO_0019771
4235,MONDO_0019946,ligneous conjunctivitis,['MONDO_0024458'],['disorder of visual system'],MONDO_0019946
4236,MONDO_0030912,"intellectual disability, autosomal dominant 47","['MONDO_0002025', 'OTAR_0000018', 'EFO_0000618']","['psychiatric disorder', 'genetic, familial or congenital disease', 'nervous system disease']",MONDO_0030912
4237,MONDO_0044926,oropharyngeal carcinoma,"['OTAR_0000010', 'MONDO_0045024', 'EFO_0010282']","['respiratory or thoracic disease', 'cancer or benign tumor', 'gastrointestinal disease']",MONDO_0044926
4238,MONDO_0054559,"congenital disorder of glycosylation, type IIq","['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",MONDO_0054559
4239,MONDO_0054748,"Fanconi anemia, complementation group S","['OTAR_0000006', 'OTAR_0000020', 'EFO_0009690', 'EFO_0005803', 'OTAR_0000018', 'EFO_0000540', 'EFO_0010285']","['musculoskeletal or connective tissue disease', 'nutritional or metabolic disease', 'urinary system disease', 'hematologic disease', 'genetic, familial or congenital disease', 'immune system disease', 'integumentary system disease']",MONDO_0054748
4240,MONDO_0700110,"pneumonia, non-human animal",['EFO_0005932'],['animal disease'],MONDO_0700110
4241,MONDO_0800093,dysostosis with brachydactyly without extraskeletal manifestations,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",MONDO_0800093
4242,Orphanet_1003,Scalp defects - postaxial polydactyly,"['OTAR_0000006', 'OTAR_0000018', 'EFO_0010285']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'integumentary system disease']",Orphanet_1003
4243,Orphanet_1065,Aniridia - cerebellar ataxia - intellectual disability,"['OTAR_0000018', 'MONDO_0024458']","['genetic, familial or congenital disease', 'disorder of visual system']",Orphanet_1065
4244,Orphanet_1077,Dental ankylosis,"['OTAR_0000006', 'OTAR_0000018', 'EFO_0010282']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'gastrointestinal disease']",Orphanet_1077
4245,Orphanet_1454,Joubert syndrome with hepatic defect,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",Orphanet_1454
4246,Orphanet_1662,Lethal restrictive dermopathy,['OTAR_0000018'],"['genetic, familial or congenital disease']",Orphanet_1662
4247,Orphanet_263463,CHST3-related skeletal dysplasia,"['OTAR_0000006', 'OTAR_0000018', 'OTAR_0000020']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease', 'nutritional or metabolic disease']",Orphanet_263463
4248,Orphanet_2668,Nephropathy-deafness-hyperparathyroidism syndrome,"['OTAR_0000018', 'EFO_0000618']","['genetic, familial or congenital disease', 'nervous system disease']",Orphanet_2668
4249,Orphanet_289829,Disorder of tryptophan metabolism,"['OTAR_0000018', 'OTAR_0000020']","['genetic, familial or congenital disease', 'nutritional or metabolic disease']",Orphanet_289829
4250,Orphanet_2963,"Progeroid syndrome, Petty type",['OTAR_0000018'],"['genetic, familial or congenital disease']",Orphanet_2963
4251,Orphanet_34517,Autosomal dominant limb-girdle muscular dystrophy type 1E,"['OTAR_0000006', 'OTAR_0000018']","['musculoskeletal or connective tissue disease', 'genetic, familial or congenital disease']",Orphanet_34517
4252,EFO_0002546,abnormal glucose tolerance,['EFO_0000651'],['phenotype'],EFO_0002546
4253,EFO_0002686,atopy,['EFO_0000540'],['immune system disease'],MONDO_0005202
4254,EFO_0003856,dissection,['EFO_0002571'],['medical procedure'],EFO_0003856
4255,EFO_0003880,appendiceal neoplasm,"['MONDO_0045024', 'EFO_0010282']","['cancer or benign tumor', 'gastrointestinal disease']",MONDO_0001236
4256,EFO_0005089,whole-brain volume,['EFO_0001444'],['measurement'],EFO_0005089
4257,EFO_0005413,joint damage measurement,['EFO_0001444'],['measurement'],EFO_0005413
4258,EFO_0006845,liver disease biomarker,['EFO_0001444'],['measurement'],EFO_0006845
4259,EFO_0007117,carotid artery intima media thickness,['EFO_0001444'],['measurement'],EFO_0007117
4260,EFO_0007285,Gerstmann syndrome,['EFO_0000618'],['nervous system disease'],MONDO_0005773
4261,EFO_0007333,jaw cancer,"['OTAR_0000006', 'MONDO_0045024', 'EFO_0010282']","['musculoskeletal or connective tissue disease', 'cancer or benign tumor', 'gastrointestinal disease']",MONDO_0002131
4262,EFO_0007381,multidrug-resistant tuberculosis,"['MONDO_0100336', 'EFO_0005741']","['infectious disease or post-infectious disorder', 'infectious disease']",MONDO_0005861
4263,EFO_0007406,oral candidiasis,"['MONDO_0100336', 'EFO_0005741', 'EFO_0010282']","['infectious disease or post-infectious disorder', 'infectious disease', 'gastrointestinal disease']",MONDO_0005886
4264,EFO_0008095,complement decay-accelerating factor measurement,['EFO_0001444'],['measurement'],EFO_0008095
4265,EFO_0009168,response to prednisolone,['GO_0008150'],['biological process'],EFO_0009168
4266,EFO_0009247,Ovalocyte Count,['EFO_0001444'],['measurement'],EFO_0009247
4267,EFO_0009512,lower extremity fracture,"['OTAR_0000006', 'OTAR_0000009']","['musculoskeletal or connective tissue disease', 'injury, poisoning or other complication']",EFO_0009512
4268,EFO_0009539,congenital mitral malformation,"['OTAR_0000018', 'EFO_0000319']","['genetic, familial or congenital disease', 'cardiovascular disease']",MONDO_0016582
4269,EFO_0009546,eye adnexa disease,['MONDO_0024458'],['disorder of visual system'],MONDO_0000462
4270,EFO_0009956,post-operative stroke,"['EFO_0000651', 'EFO_0000618']","['phenotype', 'nervous system disease']",EFO_0009956
4271,EFO_0010072,toothache,['EFO_0000651'],['phenotype'],EFO_0010072
4272,EFO_0010617,tumor necrosis factor ligand superfamily member 11 measurement,['EFO_0001444'],['measurement'],EFO_0010617
4273,EFO_0010798,transforming growth factor-alpha measurement,['EFO_0001444'],['measurement'],EFO_0010798
4274,EFO_0020207,C3a anaphylatoxin measurement,['EFO_0001444'],['measurement'],EFO_0020207
