,ti_uid,indication_mesh_term,gene_name,combined_max_phase,succ_p_1,succ_1_2,succ_2_3,succ_3_a,target_status,disease_relevant_tissues,dtr_blood,dtr_lymph_node,dtr_bone_marrow,dtr_lung,dtr_nose,dtr_eye,dtr_small_intestine,dtr_esophagus,dtr_colon,dtr_liver,dtr_skin,dtr_heart,dtr_brain,dtr_kidney,dtr_prostate,gene_id
1109,C5-D006457,"Hemoglobinuria, Paroxysmal",C5,Launched,True,True,True,True,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000106804
1110,C5-D006463,Hemolytic-Uremic Syndrome,C5,Launched,True,True,True,True,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000106804
1111,C5-D006976,"Hypertension, Pulmonary",C5,Phase I,True,False,,,unsupported target,"lung,nose,heart",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,ENSG00000106804
1112,C5-D007153,Immunologic Deficiency Syndromes,C5,Phase III,True,True,True,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000106804
1113,C5-D007154,Immune System Diseases,C5,Preclinical,False,,,,genetically supported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000106804
1114,C5-D007676,"Kidney Failure, Chronic",C5,Phase I,True,False,,,unsupported target,kidney,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ENSG00000106804
1115,C5-D008180,"Lupus Erythematosus, Systemic",C5,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000106804
1116,C5-D008181,Lupus Nephritis,C5,Phase II,True,True,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000106804
1117,C5-D008268,Macular Degeneration,C5,Phase II,True,True,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000106804
1118,C5-D009203,Myocardial Infarction,C5,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000106804
1119,C5-D009220,Myositis,C5,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000106804
1120,C5-D009471,Neuromyelitis Optica,C5,Phase III,True,True,True,,unsupported target,"blood,lymph_node,bone_marrow,eye,brain",1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,ENSG00000106804
1121,C5-D010391,"Pemphigoid, Bullous",C5,Phase III,True,True,True,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000106804
1122,C5-D011014,Pneumonia,C5,Phase III,True,True,True,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000106804
1123,C5-D012859,Sjogren's Syndrome,C5,Phase I,True,False,,,genetically supported target,"blood,lymph_node,bone_marrow,eye,skin",1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,ENSG00000106804
1124,C5-D013345,Subarachnoid Hemorrhage,C5,Preclinical,False,,,,unsupported target,"heart,brain",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000106804
1125,C5-D014605,Uveitis,C5,Phase II,True,True,False,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000106804
1126,C5-D014657,Vasculitis,C5,Phase II,True,True,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000106804
1127,C5-D015352,Dry Eye Syndromes,C5,Phase I,True,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000106804
1128,C5-D015432,"Glomerulonephritis, Membranoproliferative",C5,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000106804
1129,C5-D015433,"Glomerulonephritis, Membranous",C5,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000106804
1130,C5-D015862,Choroid Diseases,C5,Preclinical,False,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000106804
1131,C5-D017497,Hidradenitis Suppurativa,C5,Phase II,True,True,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000106804
1132,C5-D018805,Sepsis,C5,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000106804
1133,C5-D020275,Guillain-Barre Syndrome,C5,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,brain",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000106804
1134,C5-D020521,Stroke,C5,Preclinical,False,,,,unsupported target,"heart,brain",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000106804
1135,C5-D055953,Microscopic Polyangiitis,C5,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,heart,brain",1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000106804
1136,C5-D057049,Thrombotic Microangiopathies,C5,Phase III,True,True,True,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000106804
1137,C5-D057135,Wet Macular Degeneration,C5,Preclinical,,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000106804
1138,C5AR1-D000086382,COVID-19,C5AR1,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000197405
1139,C5AR1-D000544,Alzheimer Disease,C5AR1,Preclinical,,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000197405
1140,C5AR1-D000690,Amyotrophic Lateral Sclerosis,C5AR1,Preclinical,,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000197405
1141,C5AR1-D001172,"Arthritis, Rheumatoid",C5AR1,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000197405
1142,C5AR1-D001249,Asthma,C5AR1,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000197405
1143,C5AR1-D001327,Autoimmune Diseases,C5AR1,Preclinical,,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000197405
1144,C5AR1-D002318,Cardiovascular Diseases,C5AR1,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000197405
1145,C5AR1-D003093,"Colitis, Ulcerative",C5AR1,Phase II,True,True,False,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000197405
1146,C5AR1-D003424,Crohn Disease,C5AR1,Preclinical,False,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000197405
1147,C5AR1-D005921,Glomerulonephritis,C5AR1,Phase II,True,True,,,unsupported target,kidney,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ENSG00000197405
1148,C5AR1-D005922,"Glomerulonephritis, IGA",C5AR1,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000197405
1149,C5AR1-D006463,Hemolytic-Uremic Syndrome,C5AR1,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000197405
1150,C5AR1-D007154,Immune System Diseases,C5AR1,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000197405
1151,C5AR1-D008180,"Lupus Erythematosus, Systemic",C5AR1,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000197405
1152,C5AR1-D008181,Lupus Nephritis,C5AR1,Preclinical,,,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000197405
1153,C5AR1-D008268,Macular Degeneration,C5AR1,Phase II,True,True,False,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000197405
1154,C5AR1-D009437,Neuralgia,C5AR1,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000197405
1155,C5AR1-D010300,Parkinson Disease,C5AR1,Preclinical,,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000197405
1156,C5AR1-D010391,"Pemphigoid, Bullous",C5AR1,Phase II,True,True,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000197405
1157,C5AR1-D011565,Psoriasis,C5AR1,Phase II,True,True,False,,unsupported target,skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000197405
1158,C5AR1-D014581,Urticaria,C5AR1,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000197405
1159,C5AR1-D014657,Vasculitis,C5AR1,Launched,True,True,True,True,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000197405
1160,C5AR1-D015267,Churg-Strauss Syndrome,C5AR1,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,heart",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000197405
1161,C5AR1-D016472,Motor Neuron Disease,C5AR1,Phase I,True,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000197405
1162,C5AR1-D017497,Hidradenitis Suppurativa,C5AR1,Phase II,True,True,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000197405
1163,C5AR1-D018805,Sepsis,C5AR1,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000197405
1164,C5AR1-D029424,"Pulmonary Disease, Chronic Obstructive",C5AR1,Phase I,True,False,,,unsupported target,"lung,nose",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000197405
1165,C5AR1-D043183,Irritable Bowel Syndrome,C5AR1,Preclinical,False,,,,unsupported target,"small_intestine,esophagus,colon",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,ENSG00000197405
1166,C5AR1-D055953,Microscopic Polyangiitis,C5AR1,Launched,True,True,True,True,unsupported target,"blood,lymph_node,bone_marrow,heart,brain",1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000197405
1167,C5AR1-D057135,Wet Macular Degeneration,C5AR1,Preclinical,False,,,,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000197405
1168,C9-D000544,Alzheimer Disease,C9,Phase I,True,False,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000113600
1169,C9orf72-D000690,Amyotrophic Lateral Sclerosis,C9orf72,Phase II,True,True,,,genetically supported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000147894
1170,C9orf72-D057180,Frontotemporal Dementia,C9orf72,Phase II,True,True,,,genetically supported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000147894
1171,CA2-D001172,"Arthritis, Rheumatoid",CA2,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow,skin",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,ENSG00000104267
1172,CA2-D005901,Glaucoma,CA2,Phase III,True,True,True,False,unsupported target,eye,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSG00000104267
1173,CA2-D006333,Heart Failure,CA2,Preclinical,,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000104267
1174,CA2-D009437,Neuralgia,CA2,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000104267
1175,CACNA1A-D006429,Hemiplegia,CACNA1A,Preclinical,,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000141837
1176,CACNA1A-D008881,Migraine Disorders,CACNA1A,Preclinical,,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000141837
1177,CACNA1B-D002544,Cerebral Infarction,CACNA1B,Preclinical,False,,,,unsupported target,"heart,brain",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000148408
1178,CACNA1B-D002545,Brain Ischemia,CACNA1B,Phase II,True,True,False,,unsupported target,"heart,brain",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000148408
1179,CACNA1B-D003929,Diabetic Neuropathies,CACNA1B,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000148408
1180,CACNA1B-D009103,Multiple Sclerosis,CACNA1B,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow,brain",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000148408
1181,CACNA1B-D009437,Neuralgia,CACNA1B,Phase III,True,True,True,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000148408
1182,CACNA1B-D020521,Stroke,CACNA1B,Phase II,True,True,False,,unsupported target,"heart,brain",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000148408
1183,CACNA1B-D051474,"Neuralgia, Postherpetic",CACNA1B,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000148408
1184,CACNA1C-D000544,Alzheimer Disease,CACNA1C,Phase III,True,True,True,False,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000151067
1185,CACNA1C-D000787,Angina Pectoris,CACNA1C,Launched,True,True,True,True,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000151067
1186,CACNA1C-D001145,"Arrhythmias, Cardiac",CACNA1C,Preclinical,False,,,,genetically supported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000151067
1187,CACNA1C-D001281,Atrial Fibrillation,CACNA1C,Phase III,True,True,True,False,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000151067
1188,CACNA1C-D001750,"Urinary Bladder, Neurogenic",CACNA1C,Phase III,True,True,True,False,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000151067
1189,CACNA1C-D002318,Cardiovascular Diseases,CACNA1C,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000151067
1190,CACNA1C-D002545,Brain Ischemia,CACNA1C,Phase III,True,True,True,False,unsupported target,"heart,brain",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000151067
1191,CACNA1C-D004827,Epilepsy,CACNA1C,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000151067
1192,CACNA1C-D006973,Hypertension,CACNA1C,Launched,True,True,True,True,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000151067
1193,CACNA1C-D013345,Subarachnoid Hemorrhage,CACNA1C,Phase II,True,True,,,unsupported target,"heart,brain",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000151067
1194,CACNA1C-D020521,Stroke,CACNA1C,Phase III,True,True,True,False,unsupported target,"heart,brain",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000151067
1195,CACNA1D-D001281,Atrial Fibrillation,CACNA1D,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000157388
1196,CACNA1G-D000544,Alzheimer Disease,CACNA1G,Phase III,True,True,True,False,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000006283
1197,CACNA1G-D000787,Angina Pectoris,CACNA1G,Phase II,True,True,False,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000006283
1198,CACNA1G-D002544,Cerebral Infarction,CACNA1G,Phase I,True,False,,,unsupported target,"heart,brain",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ENSG00000006283
1199,CACNA1G-D004827,Epilepsy,CACNA1G,Phase I,True,False,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000006283
1200,CACNA1G-D006429,Hemiplegia,CACNA1G,Preclinical,,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000006283
1201,CACNA1G-D006973,Hypertension,CACNA1G,Phase II,True,True,False,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000006283
1202,CACNA1G-D008881,Migraine Disorders,CACNA1G,Preclinical,,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000006283
1203,CACNA1G-D009437,Neuralgia,CACNA1G,Preclinical,,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000006283
1204,CACNA1H-D003929,Diabetic Neuropathies,CACNA1H,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000196557
1205,CACNA1H-D009437,Neuralgia,CACNA1H,Preclinical,,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000196557
1206,CACNA1H-D010300,Parkinson Disease,CACNA1H,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000196557
1207,CACNA1H-D020329,Essential Tremor,CACNA1H,Phase II,True,True,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000196557
1208,CACNA1I-D009437,Neuralgia,CACNA1I,Preclinical,,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000100346
1209,CACNA2D1-D000437,Alcoholism,CACNA2D1,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153956
1210,CACNA2D1-D000787,Angina Pectoris,CACNA2D1,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000153956
1211,CACNA2D1-D001008,Anxiety Disorders,CACNA2D1,Phase III,True,True,True,False,genetically supported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153956
1212,CACNA2D1-D001281,Atrial Fibrillation,CACNA2D1,Phase III,True,True,True,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000153956
1213,CACNA2D1-D003929,Diabetic Neuropathies,CACNA2D1,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153956
1214,CACNA2D1-D004827,Epilepsy,CACNA2D1,Phase I,True,False,,,genetically supported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153956
1215,CACNA2D1-D004828,"Epilepsies, Partial",CACNA2D1,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153956
1216,CACNA2D1-D005356,Fibromyalgia,CACNA2D1,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153956
1217,CACNA2D1-D006973,Hypertension,CACNA2D1,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000153956
1218,CACNA2D1-D007319,Sleep Initiation and Maintenance Disorders,CACNA2D1,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153956
1219,CACNA2D1-D008881,Migraine Disorders,CACNA2D1,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153956
1220,CACNA2D1-D009437,Neuralgia,CACNA2D1,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153956
1221,CACNA2D1-D011470,Prostatic Hyperplasia,CACNA2D1,Phase II,True,True,False,,unsupported target,prostate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ENSG00000153956
1222,CACNA2D1-D012148,Restless Legs Syndrome,CACNA2D1,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153956
1223,CACNA2D1-D013617,"Tachycardia, Supraventricular",CACNA2D1,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000153956
1224,CACNA2D1-D020018,"Sexual Dysfunctions, Psychological",CACNA2D1,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153956
1225,CACNA2D1-D020918,Complex Regional Pain Syndromes,CACNA2D1,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153956
1226,CACNA2D1-D051474,"Neuralgia, Postherpetic",CACNA2D1,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000153956
1227,CACNG8-D004827,Epilepsy,CACNG8,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000142408
1228,CACNG8-D011618,Psychotic Disorders,CACNG8,Phase I,True,False,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000142408
1229,CALCA-D000740,Anemia,CALCA,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000110680
1230,CALCA-D001327,Autoimmune Diseases,CALCA,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000110680
1231,CALCA-D003027,Cluster Headache,CALCA,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000110680
1232,CALCA-D005356,Fibromyalgia,CALCA,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000110680
1233,CALCA-D008881,Migraine Disorders,CALCA,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000110680
1234,CALCA-D009437,Neuralgia,CALCA,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000110680
1235,CALCB-D000740,Anemia,CALCB,Preclinical,False,,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000175868
1236,CALCB-D003027,Cluster Headache,CALCB,Phase III,True,True,True,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000175868
1237,CALCB-D008881,Migraine Disorders,CALCB,Launched,True,True,True,True,genetically supported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000175868
1238,CALCB-D009437,Neuralgia,CALCB,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000175868
1239,CALCR-D001008,Anxiety Disorders,CALCR,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000004948
1240,CALCR-D003863,Depression,CALCR,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000004948
1241,CALCR-D003922,"Diabetes Mellitus, Type 1",CALCR,Phase II,True,True,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000004948
1242,CALCR-D010300,Parkinson Disease,CALCR,Preclinical,False,,,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000004948
1243,CALCR-D065626,Non-alcoholic Fatty Liver Disease,CALCR,Preclinical,False,,,,unsupported target,liver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ENSG00000004948
1244,CALCRL-D000086382,COVID-19,CALCRL,Phase III,True,True,True,False,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000064989
1245,CALCRL-D001249,Asthma,CALCRL,Phase I,True,,,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000064989
1246,CALCRL-D003863,Depression,CALCRL,Phase II,True,True,False,,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000064989
1247,CALCRL-D006333,Heart Failure,CALCRL,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000064989
1248,CALCRL-D006973,Hypertension,CALCRL,Preclinical,False,,,,genetically supported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000064989
1249,CALCRL-D008881,Migraine Disorders,CALCRL,Launched,True,True,True,True,unsupported target,brain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENSG00000064989
1250,CALCRL-D009203,Myocardial Infarction,CALCRL,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000064989
1251,CALCRL-D011014,Pneumonia,CALCRL,Phase III,True,True,True,False,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000064989
1252,CALCRL-D014652,Vascular Diseases,CALCRL,Preclinical,False,,,,unsupported target,heart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ENSG00000064989
1253,CALR-D009196,Myeloproliferative Disorders,CALR,Phase I,True,False,,,unsupported target,"blood,lymph_node,bone_marrow",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000179218
1254,CAP1-D065626,Non-alcoholic Fatty Liver Disease,CAP1,Preclinical,False,,,,unsupported target,liver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ENSG00000131236
1255,CAPN1-D000086382,COVID-19,CAPN1,Phase II,True,True,False,,unsupported target,"blood,lymph_node,bone_marrow,lung,nose",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSG00000014216
